outcome,treatment,female,black,hispanic,pretest,dadmiss,dadvoc,dadsome,dadcoll,mommiss,momvoc,momsome,momcoll,fincome,fincmiss,ownhome,perwhite,urban,cue80,stypc80,stwmfg80,dist2yr,dist4yr,dadpostgradhs,mompostgradhs
16,1,1,0,0,57.54,0,0,0,1,0,0,0,1,31500,0,1,93,0,9.2,12572,8.89,10,30,1,1
15,1,0,0,0,55.41,0,0,0,1,0,0,1,0,31500,0,1,93,0,9.2,12572,8.89,10,30,1,1
13,1,1,0,0,54.78,1,0,0,0,1,0,0,0,14000,0,0,93,0,9.2,12572,8.89,10,30,0,0
14,1,0,0,0,50.5,0,0,0,0,0,1,0,0,62000,0,1,93,0,9.2,12572,8.89,10,30,0,1
14,1,0,0,0,44.49,0,0,0,1,0,0,1,0,62000,0,1,93,0,9.2,12572,8.89,10,30,1,1
12,1,1,0,0,55.29,1,0,0,0,1,0,0,0,18000,0,0,93,0,9.2,12572,8.89,10,30,0,0
14,1,1,0,0,49.31,0,0,0,0,0,0,0,0,31500,0,1,93,0,9.2,12572,8.89,10,30,0,0
17,1,1,0,0,50.88,1,0,0,0,0,0,0,0,3500,0,0,64,0,6.6,12572,8.89,7,15,0,0
13,1,0,0,0,58.82,0,0,0,0,0,0,0,0,14000,0,0,93,0,6.6,12572,8.89,6,10,0,0
13,1,0,0,1,48.94,0,0,1,0,0,0,0,0,31500,0,1,93,0,6.6,12572,8.89,6,10,1,0
13,1,0,0,0,57.1,0,0,0,0,0,0,1,0,62000,0,1,93,0,6.6,12572,8.89,6,10,0,1
12,1,1,0,0,55.72,0,0,0,1,0,0,0,0,31500,0,0,93,0,6.6,12572,8.89,6,10,1,0
14,1,1,0,0,43.75,0,0,0,0,0,0,0,0,22500,0,0,87,0,6.8,12572,8.89,37,40,0,0
13,1,1,0,0,59.01,0,1,0,0,0,0,0,0,3500,0,1,87,0,6.8,12572,8.89,37,40,1,0
12,1,1,0,0,57.5,1,0,0,0,0,0,0,0,14000,0,0,87,0,6.8,12572,8.89,37,40,0,0
14,1,0,0,0,48.09,0,0,0,0,0,0,1,0,9500,0,1,87,0,6.8,12572,8.89,37,40,0,1
16,1,1,0,0,54.3,1,0,0,0,0,0,0,1,31500,0,1,41,1,10.9,12572,8.89,1,1,0,1
15,1,1,0,1,47.83,0,0,0,0,0,0,0,0,0,1,1,41,1,10.9,12572,8.89,1,1,0,0
13,1,1,0,0,42.1,0,0,0,0,0,0,0,0,18000,0,1,41,1,10.9,12572,8.89,1,1,0,0
12,1,1,1,0,44.03,1,0,0,0,1,0,0,0,9500,0,1,41,1,10.9,12572,8.89,1,1,0,0
15,1,1,0,0,35.5,0,0,0,0,0,0,0,0,3500,0,0,10,1,6.4,12572,8.89,2,5,0,0
12,1,1,1,0,38.21,1,0,0,0,0,0,0,0,14000,0,1,10,1,6.4,12572,8.89,2,5,0,0
15,1,1,0,0,36.77,0,0,0,0,0,0,0,0,0,1,1,10,1,6.4,12572,8.89,2,5,0,0
15,1,0,0,0,54.93,0,0,1,0,0,0,1,0,18000,0,1,10,1,6.4,12572,8.89,2,5,1,1
16,1,0,0,0,50.6,0,0,0,1,0,0,0,1,62000,0,0,45,0,6.4,12572,8.89,8,1,1,1
13,1,1,0,0,42.07,0,0,1,0,0,0,0,0,18000,0,1,81,0,6.6,12572,8.89,3,6,1,0
15,1,1,0,0,56.52,0,0,0,1,0,0,0,0,31500,0,1,81,0,6.6,12572,8.89,3,6,1,0
12,1,1,0,0,51.83,0,0,1,0,1,0,0,0,62000,0,1,81,0,6.6,12572,8.89,3,6,1,0
12,1,1,0,0,61.77,0,0,0,1,0,0,1,0,31500,0,1,81,0,6.6,12572,8.89,3,6,1,1
15,1,1,0,0,47.41,0,0,1,0,0,0,1,0,22500,0,1,81,0,6.6,12572,8.89,3,6,1,1
17,1,0,0,0,59.88,0,0,0,1,0,0,0,0,62000,0,1,81,0,6.6,12572,8.89,3,6,1,0
12,1,1,0,0,41.86,0,0,1,0,0,0,0,0,9500,0,1,67,0,4.3,12572,8.89,4,12,1,0
13,1,1,0,1,53.19,1,0,0,0,0,0,1,0,22500,0,1,67,0,4.3,12572,8.89,4,12,0,1
12,1,0,0,0,35.66,0,0,0,1,0,0,0,1,62000,0,1,67,0,4.3,12572,8.89,4,12,1,1
12,1,1,0,0,58.62,1,0,0,0,0,0,0,0,9500,0,0,88,0,4.3,12572,8.89,5,10,0,0
15,1,0,0,0,49.93,0,0,0,0,0,0,1,0,62000,0,1,88,0,4.3,12572,8.89,5,10,0,1
14,1,1,0,0,55.18,0,0,0,0,0,0,1,0,18000,0,1,88,0,4.3,12572,8.89,5,10,0,1
14,1,1,0,1,43.1,0,0,0,0,0,0,0,0,18000,0,1,88,0,4.3,12572,8.89,5,10,0,0
16,1,0,0,0,61.66,0,1,0,0,0,1,0,0,31500,0,1,88,0,4.3,12572,8.89,5,10,1,1
12,1,1,0,0,48.67,0,0,0,0,0,0,0,0,0,1,0,75,0,8,12572,8.89,0,35,0,0
15,1,1,0,1,43.3,0,0,0,0,0,0,1,0,31500,0,1,75,0,8,12572,8.89,0,35,0,1
14,1,1,0,0,43.96,0,0,1,0,0,0,1,0,0,1,1,75,0,8,12572,8.89,0,35,1,1
13,1,1,1,0,38.25,1,0,0,0,0,0,0,1,9500,0,1,75,0,8,12572,8.89,0,35,0,1
15,1,0,0,1,50.78,0,0,1,0,0,0,1,0,62000,0,1,75,0,8,12572,8.89,0,35,1,1
16,1,1,0,0,56.71,0,0,0,1,0,0,1,0,62000,0,1,75,0,8,12572,8.89,0,35,1,1
13,1,0,0,0,44.91,0,0,0,0,0,0,0,0,0,1,0,75,0,8,12572,8.89,0,35,0,0
15,1,0,0,0,59.39,0,1,0,0,0,0,1,0,14000,0,1,76,0,7.1,12572,8.89,32,28,1,1
12,1,1,0,1,44.08,0,0,0,0,0,0,0,0,18000,0,0,76,0,7.1,12572,8.89,32,28,0,0
12,1,1,0,0,46.35,0,0,0,0,0,0,0,0,22500,0,1,76,0,7.1,12572,8.89,32,28,0,0
15,1,0,0,0,61.34,0,0,1,0,0,1,0,0,0,1,1,76,0,7.1,12572,8.89,32,28,1,1
15,1,1,0,0,43.92,0,1,0,0,0,0,0,0,14000,0,1,76,0,7.1,12572,8.89,32,28,1,0
16,1,1,0,0,56.62,0,0,0,0,0,0,0,0,18000,0,1,76,0,7.1,12572,8.89,32,28,0,0
15,1,1,0,0,55.99,0,0,0,0,0,1,0,0,22500,0,1,70,0,7.7,12572,8.89,0,8,0,1
12,1,0,1,0,48.33,0,0,0,0,0,0,0,0,0,1,1,70,0,7.7,12572,8.89,0,8,0,0
13,1,1,0,0,48.77,0,0,1,0,0,1,0,0,14000,0,0,70,0,7.7,12572,8.89,0,8,1,1
13,1,1,0,1,49.11,0,0,0,1,0,0,0,0,22500,0,1,70,0,7.7,12572,8.89,0,8,1,0
12,1,1,0,0,43.74,1,0,0,0,0,0,0,0,0,1,1,87,1,7.2,12572,8.89,5,3,0,0
12,1,0,0,0,62.39,0,0,0,0,0,0,1,0,9500,0,1,87,1,7.2,12572,8.89,5,3,0,1
12,1,0,0,0,45.56,0,1,0,0,0,0,0,0,9500,0,1,82,0,4,10549,7.54,4,4,1,0
12,1,1,0,0,47.15,0,0,0,0,0,0,0,0,22500,0,1,82,0,4,10549,7.54,4,4,0,0
14,1,1,0,1,38.45,0,0,0,0,0,0,0,0,22500,0,1,82,0,4,10549,7.54,4,4,0,0
15,1,1,0,0,60.9,0,0,0,1,0,0,0,1,22500,0,1,65,1,8.2,10549,7.54,2,5,1,1
13,1,0,1,0,60.65,0,0,0,0,0,0,0,0,3500,0,1,65,1,8.2,10549,7.54,2,5,0,0
15,1,1,0,1,47.17,0,0,0,1,0,0,0,0,62000,0,1,65,1,8.2,10549,7.54,2,5,1,0
14,1,0,0,0,47.32,0,0,0,1,0,0,0,1,62000,0,1,81,0,8.2,10549,7.54,4,4,1,1
16,1,1,0,0,51.36,0,0,0,1,0,0,1,0,14000,0,1,81,0,8.2,10549,7.54,4,4,1,1
13,1,1,0,1,47.05,0,0,0,0,1,0,0,0,9500,0,1,3,1,10.8,10980,9.92,1,1,0,0
16,1,0,0,1,38.41,0,0,0,0,0,0,0,0,9500,0,1,3,1,10.8,10980,9.92,1,1,0,0
15,1,0,0,1,58.96,0,0,0,0,0,1,0,0,9500,0,1,3,1,10.8,10980,9.92,1,1,0,1
16,1,1,0,1,43.91,0,0,0,0,0,0,0,0,14000,0,1,3,1,10.8,10980,9.92,1,1,0,0
13,1,0,0,1,41.04,0,0,1,0,0,0,0,0,3500,0,0,3,1,10.8,10980,9.92,1,1,1,0
12,1,1,0,1,41.89,1,0,0,0,0,0,0,0,3500,0,0,3,1,10.8,10980,9.92,1,1,0,0
12,1,0,0,1,31.4,0,0,0,0,1,0,0,0,18000,0,1,3,1,10.8,10980,9.92,1,1,0,0
12,1,0,0,1,34.42,0,0,0,0,0,1,0,0,14000,0,1,3,1,10.8,10980,9.92,1,1,0,1
13,1,1,0,1,34.18,0,0,0,0,0,0,0,0,0,1,1,3,1,10.8,10980,9.92,1,1,0,0
13,1,1,0,1,37.79,0,0,1,0,0,0,0,0,0,1,1,3,1,10.8,10980,9.92,1,1,1,0
12,1,0,0,1,39.34,0,0,0,0,0,0,0,0,14000,0,1,3,1,10.8,10980,9.92,1,1,0,0
12,1,1,0,1,36.78,0,0,0,0,0,0,0,0,14000,0,0,6,1,5.9,10980,9.92,3,3,0,0
13,1,0,0,1,35.07,0,0,0,0,0,0,0,0,18000,0,1,6,1,5.9,10980,9.92,3,3,0,0
14,1,1,0,0,58.53,0,0,0,0,0,0,0,0,9500,0,1,6,1,5.9,10980,9.92,3,3,0,0
13,1,0,0,1,53.23,0,0,0,0,0,0,0,0,14000,0,1,6,1,5.9,10980,9.92,3,3,0,0
13,1,0,0,1,39.99,0,0,0,0,0,0,0,0,14000,0,1,30,0,4.8,10980,9.92,30,45,0,0
12,1,0,0,1,55.09,0,0,0,0,0,0,0,0,9500,0,0,30,0,4.8,10980,9.92,30,45,0,0
16,1,0,0,1,37.77,0,0,0,0,0,0,0,0,31500,0,1,30,0,4.8,10980,9.92,30,45,0,0
12,1,0,0,0,47.11,0,1,0,0,1,0,0,0,22500,0,1,30,0,4.8,10980,9.92,30,45,1,0
12,1,0,0,1,35.98,0,0,1,0,1,0,0,0,0,1,0,30,0,4.8,10980,9.92,30,45,1,0
16,1,0,0,0,68.1,0,0,0,0,0,0,0,1,62000,0,1,30,0,4.8,10980,9.92,30,45,0,1
16,1,0,0,1,59.52,0,1,0,0,0,0,1,0,22500,0,1,30,0,4.8,10980,9.92,30,45,1,1
14,1,0,0,1,39.24,0,0,0,0,0,0,0,0,9500,0,1,30,0,4.8,10980,9.92,30,45,0,0
12,1,0,0,1,47.56,0,0,0,0,0,0,0,0,9500,0,1,30,0,4.8,10980,9.92,30,45,0,0
12,1,1,0,0,55.04,0,0,0,0,0,0,0,0,22500,0,1,30,0,4.8,10980,9.92,30,45,0,0
12,1,1,0,1,43.82,0,0,1,0,0,0,1,0,14000,0,1,15,1,10.8,10980,9.92,4,4,1,1
12,1,1,0,1,51.31,1,0,0,0,1,0,0,0,22500,0,1,15,1,10.8,10980,9.92,4,4,0,0
14,1,0,0,1,47.13,0,0,1,0,0,0,0,0,62000,0,1,15,1,10.8,10980,9.92,4,4,1,0
14,1,0,0,1,53.93,0,0,0,0,0,0,0,0,14000,0,1,15,1,10.8,10980,9.92,4,4,0,0
16,1,0,0,1,48.63,0,0,1,0,0,0,0,0,22500,0,1,15,1,10.8,10980,9.92,4,4,1,0
14,1,1,0,1,39.32,1,0,0,0,0,0,0,0,9500,0,0,15,1,10.8,10980,9.92,4,4,0,0
15,1,1,0,1,37.19,0,0,0,0,0,0,0,0,3500,0,1,15,1,10.8,10980,9.92,4,4,0,0
12,1,1,0,1,44.18,0,0,0,0,0,0,0,0,14000,0,1,16,1,5.9,10980,9.92,7,10,0,0
12,1,0,0,0,52.43,0,0,0,0,0,0,0,0,18000,0,1,16,1,5.9,10980,9.92,7,10,0,0
12,1,0,1,0,35.06,0,0,1,0,0,1,0,0,22500,0,0,16,1,5.9,10980,9.92,7,10,1,1
12,1,1,0,1,44.41,1,0,0,0,1,0,0,0,31500,0,0,12,1,9.1,10980,9.92,4,30,0,0
13,1,1,0,1,37.26,0,0,0,0,0,0,0,0,9500,0,0,12,1,9.1,10980,9.92,4,30,0,0
12,1,0,0,1,43.74,0,0,0,0,1,0,0,0,14000,0,0,12,1,9.1,10980,9.92,4,30,0,0
12,1,1,0,1,35.02,0,0,1,0,1,0,0,0,3500,0,0,36,1,5.9,10980,9.92,8,22,1,0
12,1,0,1,0,39.83,0,0,0,0,0,0,0,0,9500,0,1,36,1,5.9,10980,9.92,8,22,0,0
13,1,1,1,0,45.65,0,0,0,0,0,0,0,0,9500,0,1,36,1,5.9,10980,9.92,8,22,0,0
13,1,1,0,1,42,0,0,0,0,0,0,0,0,0,1,1,36,1,5.9,10980,9.92,8,22,0,0
15,1,1,0,0,42.99,0,0,1,0,0,0,0,0,31500,0,1,36,1,5.9,10980,9.92,8,22,1,0
13,1,1,0,1,42.84,0,0,0,0,0,0,0,0,3500,0,0,84,0,5.9,10980,9.92,15,2,0,0
12,1,0,0,0,43.04,0,1,0,0,0,1,0,0,22500,0,1,84,0,5.9,10980,9.92,15,2,1,1
14,1,1,0,1,41.04,0,0,0,0,0,0,0,0,3500,0,1,0,1,5.9,10980,9.92,5,3,0,0
12,1,1,0,1,41.8,0,0,0,0,0,0,0,0,3500,0,1,0,1,5.9,10980,9.92,5,3,0,0
13,1,0,0,1,40.72,0,0,0,0,0,0,1,0,3500,0,0,0,1,5.9,10980,9.92,5,3,0,1
12,1,1,0,1,34.26,0,0,0,0,1,0,0,0,14000,0,0,0,1,5.9,10980,9.92,5,3,0,0
14,1,0,0,1,54.24,0,0,0,0,0,0,0,0,18000,0,1,0,1,5.9,10980,9.92,5,3,0,0
12,1,0,0,1,37.25,0,0,0,0,0,0,0,0,14000,0,1,0,1,5.9,10980,9.92,5,3,0,0
13,1,1,0,1,40.49,0,0,0,0,0,0,0,0,0,1,1,10,1,5.9,10980,9.92,8,10,0,0
12,1,1,0,1,43.65,0,0,0,0,0,0,0,0,31500,0,1,10,1,5.9,10980,9.92,8,10,0,0
13,1,1,0,1,52.36,0,0,1,0,0,0,0,0,9500,0,1,10,1,5.9,10980,9.92,8,10,1,0
15,1,0,0,1,48.94,0,0,0,0,0,0,0,0,14000,0,1,2,1,9.1,10980,9.92,2,10,0,0
12,1,0,0,1,36.32,0,0,0,0,0,0,0,0,9500,0,0,2,1,9.1,10980,9.92,2,10,0,0
17,1,1,0,1,42.52,1,0,0,0,0,0,1,0,0,1,1,2,1,9.1,10980,9.92,2,10,0,1
15,1,0,0,1,49.55,1,0,0,0,1,0,0,0,9500,0,1,2,1,9.1,10980,9.92,2,10,0,0
13,1,1,0,1,40.83,0,0,0,0,0,0,0,0,9500,0,1,2,1,9.1,10980,9.92,2,10,0,0
14,1,0,0,1,62.74,0,0,0,0,0,0,0,0,14000,0,1,2,1,9.1,10980,9.92,2,10,0,0
15,1,1,0,1,43.52,0,0,1,0,0,0,0,0,3500,0,1,2,1,9.1,10980,9.92,2,10,1,0
12,1,1,0,1,38.81,0,0,0,0,0,0,0,0,18000,0,1,25,0,5.1,10980,9.92,30,35,0,0
13,1,1,0,1,34.18,0,1,0,0,0,0,0,0,9500,0,1,25,0,5.1,10980,9.92,30,35,1,0
13,1,0,0,1,41.04,1,0,0,0,0,0,0,0,22500,0,1,25,0,5.1,10980,9.92,30,35,0,0
14,1,0,0,1,47.79,0,0,0,0,1,0,0,0,22500,0,1,10,1,5.9,10980,9.92,9,9,0,0
12,1,0,0,1,45.89,0,0,0,0,0,0,0,0,14000,0,1,10,1,5.9,10980,9.92,9,9,0,0
12,1,1,0,1,33.35,0,0,0,0,0,0,0,0,14000,0,1,10,1,5.9,10980,9.92,9,9,0,0
12,1,0,0,1,45.33,0,0,0,0,0,0,0,0,14000,0,1,10,1,5.9,10980,9.92,9,9,0,0
12,1,0,0,1,49.05,0,0,1,0,0,0,0,0,14000,0,1,0,1,5.9,10980,9.92,5,1,1,0
14,1,0,0,1,40.47,0,0,0,0,0,0,0,0,22500,0,1,0,1,5.9,10980,9.92,5,1,0,0
12,1,1,0,1,39.23,0,0,0,0,0,0,0,0,0,1,0,0,1,5.9,10980,9.92,5,1,0,0
14,1,1,0,1,37.16,0,0,0,0,0,0,0,0,14000,0,1,37,0,10.4,10980,9.92,70,160,0,0
14,1,0,0,1,48.26,0,0,0,0,0,0,0,0,9500,0,1,37,0,10.4,10980,9.92,70,160,0,0
14,1,1,0,0,54.82,0,1,0,0,0,0,0,0,14000,0,1,37,0,10.4,10980,9.92,70,160,1,0
16,1,1,0,1,53.79,0,0,0,0,0,0,0,0,9500,0,1,37,0,10.4,10980,9.92,70,160,0,0
15,1,0,0,1,50.13,0,0,0,0,0,0,0,0,18000,0,0,37,0,10.4,10980,9.92,70,160,0,0
12,1,1,0,0,63.78,0,0,0,0,0,0,0,0,3500,0,1,53,0,3.2,10980,9.92,45,45,0,0
15,1,0,0,1,59.46,0,0,0,1,0,0,0,0,22500,0,1,27,1,5.9,10980,9.92,3,4,1,0
16,1,0,0,1,55.98,0,0,0,0,0,0,0,0,18000,0,1,27,1,5.9,10980,9.92,3,4,0,0
16,1,0,0,1,51.73,0,0,0,0,0,1,0,0,62000,0,1,27,1,5.9,10980,9.92,3,4,0,1
13,1,1,0,1,51.17,0,0,0,0,0,0,0,0,14000,0,1,27,1,5.9,10980,9.92,3,4,0,0
12,1,1,0,1,52.27,0,0,0,0,0,0,0,0,3500,0,0,27,1,5.9,10980,9.92,3,4,0,0
12,1,1,1,0,46.35,0,0,0,0,0,0,0,0,14000,0,1,4,1,5.9,10980,9.92,1,5,0,0
12,1,0,0,1,46.36,0,0,0,0,0,0,0,0,22500,0,1,4,1,5.9,10980,9.92,1,5,0,0
13,1,0,0,1,33.96,0,0,0,0,1,0,0,0,14000,0,1,4,1,5.9,10980,9.92,1,5,0,0
13,1,1,0,1,36.25,1,0,0,0,1,0,0,0,3500,0,1,4,1,5.9,10980,9.92,1,5,0,0
13,1,0,0,1,43.85,0,0,0,0,0,0,1,0,14000,0,1,4,1,5.9,10980,9.92,1,5,0,1
15,1,1,0,1,53.11,0,0,0,0,0,0,0,0,9500,0,0,42,0,5,10980,9.92,65,28,0,0
12,1,0,0,1,39.5,0,0,0,0,0,0,0,0,31500,0,0,42,0,5,10980,9.92,65,28,0,0
15,1,0,0,0,38.69,0,0,0,0,0,0,0,1,0,1,0,42,0,5,10980,9.92,65,28,0,1
13,1,0,0,1,67.64,0,0,1,0,0,0,0,0,14000,0,1,22,0,5.9,10980,9.92,20,20,1,0
14,1,0,0,1,46.72,0,0,0,0,0,0,1,0,31500,0,1,50,0,4.9,10980,9.92,1,1,0,1
14,1,1,0,0,64.11,0,0,0,0,0,0,0,0,22500,0,1,50,0,4.9,10980,9.92,1,1,0,0
12,1,1,0,1,40.48,0,0,0,0,0,0,0,0,9500,0,1,50,0,4.9,10980,9.92,1,1,0,0
12,1,0,0,1,41.09,0,0,0,0,0,0,0,0,3500,0,1,12,0,6.8,10980,9.92,80,37,0,0
14,1,1,0,1,38.76,1,0,0,0,1,0,0,0,9500,0,0,8,0,24.9,10980,9.92,1,150,0,0
14,1,1,0,1,38.59,0,1,0,0,0,1,0,0,9500,0,1,8,0,24.9,10980,9.92,1,150,1,1
12,1,1,0,1,42.36,0,0,1,0,0,0,0,0,14000,0,1,8,0,24.9,10980,9.92,1,150,1,0
12,1,1,0,1,51.96,0,0,0,0,1,0,0,0,14000,0,1,60,0,4.4,10980,9.92,27,21,0,0
13,1,1,0,1,41.51,0,0,0,0,0,0,0,0,9500,0,1,60,0,4.4,10980,9.92,27,21,0,0
12,1,0,0,1,42.7,0,0,0,0,0,0,0,0,9500,0,1,18,0,9.1,10980,9.92,12,25,0,0
13,1,0,0,1,41.74,0,0,0,0,0,0,1,0,0,1,1,18,0,9.1,10980,9.92,12,25,0,1
12,1,1,0,1,37.86,0,0,0,0,0,0,0,0,18000,0,1,18,0,9.1,10980,9.92,12,25,0,0
13,1,1,0,1,41.55,1,0,0,0,0,0,1,0,3500,0,1,18,0,9.1,10980,9.92,12,25,0,1
14,1,1,0,1,47.29,0,0,0,0,0,0,0,0,9500,0,0,18,0,9.1,10980,9.92,12,25,0,0
12,1,1,0,1,36.45,0,0,0,0,0,0,0,0,9500,0,1,18,0,9.1,10980,9.92,12,25,0,0
15,1,1,0,1,46.66,0,0,0,0,0,0,0,0,14000,0,1,18,0,9.1,10980,9.92,12,25,0,0
13,1,0,0,1,36.24,0,0,0,0,0,0,0,0,3500,0,1,18,0,9.1,10980,9.92,12,25,0,0
15,1,1,0,1,49.71,0,0,0,0,0,0,0,0,0,1,1,48,0,4.8,10980,9.92,45,65,0,0
12,1,1,0,1,34.8,0,0,0,0,0,0,0,0,9500,0,1,48,0,4.8,10980,9.92,45,65,0,0
16,1,0,0,1,59.47,0,0,0,0,0,0,0,0,31500,0,1,30,0,4.7,10980,9.92,30,60,0,0
15,1,1,0,1,45.62,1,0,0,0,1,0,0,0,14000,0,1,30,0,4.7,10980,9.92,30,60,0,0
12,1,1,0,0,38.44,0,0,0,0,0,0,0,0,0,1,0,30,0,4.7,10980,9.92,30,60,0,0
16,1,1,0,1,39.56,0,0,0,0,0,0,0,0,3500,0,1,30,0,9.6,10980,9.92,25,25,0,0
12,1,0,0,1,33.64,0,1,0,0,1,0,0,0,18000,0,0,41,0,6.1,10166,8.41,9,8,1,0
14,1,1,0,1,48.93,0,0,0,0,0,0,0,0,14000,0,1,41,0,6.1,10166,8.41,9,8,0,0
12,1,1,0,1,43.03,0,0,0,0,0,0,0,0,18000,0,1,41,0,6.1,10166,8.41,9,8,0,0
15,1,1,0,1,39.3,0,0,0,0,0,0,0,0,18000,0,0,50,0,11.9,10166,8.41,10,200,0,0
15,1,1,0,1,57.39,1,0,0,0,0,0,0,0,3500,0,0,50,0,11.9,10166,8.41,10,200,0,0
14,1,1,0,1,47.9,0,0,1,0,0,0,1,0,14000,0,1,50,0,11.9,10166,8.41,10,200,1,1
13,1,1,1,0,43.64,0,0,0,0,0,0,0,0,22500,0,0,50,0,11.9,10166,8.41,10,200,0,0
12,1,1,0,1,39.59,0,0,0,0,0,0,0,0,14000,0,0,36,1,5.6,11549,9.55,3,3,0,0
15,1,1,0,1,39.96,0,0,0,0,0,0,0,0,9500,0,1,15,0,12.3,10166,8.41,0,65,0,0
12,1,0,0,1,38.28,0,0,0,0,0,0,0,0,3500,0,1,40,0,8.1,9078,8.32,30,30,0,0
14,1,1,0,1,50.41,0,0,0,0,0,0,0,0,9500,0,1,52,0,5.9,10166,8.41,13,25,0,0
12,1,1,0,0,45.66,1,0,0,0,1,0,0,0,62000,0,1,39,0,6.3,9078,8.32,1,1,0,0
12,1,1,0,1,38.85,0,0,0,0,0,0,0,0,0,1,1,31,1,6.1,10166,8.41,2,1,0,0
16,1,1,0,1,39.5,1,0,0,0,1,0,0,0,0,1,1,31,1,6.1,10166,8.41,2,1,0,0
15,1,1,0,0,48.2,0,0,0,0,0,0,0,0,22500,0,1,27,0,7.1,11549,9.55,19,100,0,0
14,1,1,0,1,41.12,0,0,0,0,0,0,0,0,0,1,1,27,0,7.1,11549,9.55,19,100,0,0
12,1,1,0,1,42.38,0,0,0,0,0,0,0,0,9500,0,1,27,0,7.1,11549,9.55,19,100,0,0
15,1,0,0,0,61.64,0,0,0,0,0,0,0,0,3500,0,0,48,0,11.6,9078,8.32,60,60,0,0
12,1,0,0,0,40.91,0,0,0,0,0,0,0,0,3500,0,0,50,0,8,10166,8.41,7,70,0,0
13,1,1,0,0,50.85,0,0,0,0,0,0,0,0,31500,0,0,50,0,8,10166,8.41,7,70,0,0
13,1,0,0,1,47.78,0,0,0,1,0,0,1,0,14000,0,1,50,0,8,10166,8.41,7,70,1,1
13,1,1,0,1,43.41,0,0,0,0,0,0,0,0,22500,0,1,50,0,8,10166,8.41,7,70,0,0
13,1,0,0,1,51.04,0,0,0,0,0,0,0,0,14000,0,0,50,0,8,10166,8.41,7,70,0,0
12,1,0,0,0,45.31,0,0,0,0,0,0,0,0,14000,0,1,50,1,6.1,10166,8.41,2,6,0,0
14,1,1,1,0,33.58,0,0,0,0,0,0,1,0,18000,0,1,50,1,6.1,10166,8.41,2,6,0,1
12,1,1,0,0,59.33,1,0,0,0,0,0,0,0,9500,0,0,50,1,6.1,10166,8.41,2,6,0,0
14,1,1,0,1,56.08,0,0,0,0,0,0,0,0,18000,0,1,50,1,6.1,10166,8.41,2,6,0,0
13,1,1,0,1,39.03,0,0,0,0,0,0,0,0,9500,0,1,50,1,6.1,10166,8.41,2,6,0,0
12,1,0,0,1,45.6,0,0,0,0,0,0,0,0,18000,0,1,5,0,11.2,9078,8.32,25,25,0,0
12,1,1,0,1,45.46,0,0,0,0,0,0,0,0,9500,0,1,7,0,12.3,9078,8.32,110,68,0,0
14,1,1,0,1,42.61,0,0,0,0,0,0,0,0,14000,0,1,30,0,6.8,10166,8.41,20,50,0,0
12,1,0,0,1,46.86,0,0,0,0,1,0,0,0,9500,0,0,30,0,6.8,10166,8.41,20,50,0,0
12,1,0,0,1,35.38,1,0,0,0,0,0,0,0,9500,0,1,30,0,6.8,10166,8.41,20,50,0,0
13,1,1,0,0,55.09,0,0,0,0,0,0,0,0,22500,0,1,53,0,6.6,12572,8.89,8,12,0,0
14,1,1,0,1,43.73,0,0,1,0,0,0,0,0,22500,0,1,53,0,6.6,12572,8.89,8,12,1,0
12,1,1,0,1,53.39,1,0,0,0,0,0,0,0,18000,0,1,53,0,6.6,12572,8.89,8,12,0,0
12,1,1,0,1,36.7,1,0,0,0,0,0,1,0,9500,0,0,25,0,6.6,12572,8.89,5,4,0,1
12,1,1,0,1,36.23,0,0,0,0,0,0,0,0,9500,0,1,32,0,6.8,12572,8.89,5,15,0,0
14,1,1,0,0,53.86,0,0,0,1,0,0,0,1,9500,0,1,32,0,6.8,12572,8.89,5,15,1,1
15,1,0,0,1,42.47,0,0,0,0,0,0,0,0,14000,0,1,32,0,6.8,12572,8.89,5,15,0,0
14,1,1,0,0,54.62,0,0,0,0,0,0,0,1,31500,0,0,32,0,6.8,12572,8.89,5,15,0,1
13,1,1,0,1,48.48,0,1,0,0,0,0,0,0,9500,0,0,32,0,6.8,12572,8.89,5,15,1,0
12,1,1,0,1,53.78,1,0,0,0,1,0,0,0,9500,0,1,23,0,6.8,12572,8.89,10,15,0,0
13,1,1,0,1,41.2,0,0,0,0,0,0,0,0,9500,0,0,23,0,6.8,12572,8.89,10,15,0,0
12,1,0,0,0,44.92,0,0,0,0,0,0,1,0,31500,0,1,23,0,6.8,12572,8.89,10,15,0,1
14,1,0,0,1,43.7,0,0,0,0,0,0,0,0,18000,0,1,23,0,6.8,12572,8.89,10,15,0,0
12,1,1,0,0,43.75,1,0,0,0,0,1,0,0,22500,0,1,23,0,6.8,12572,8.89,10,15,0,1
13,1,0,0,0,50.43,0,0,0,0,0,0,0,0,18000,0,1,23,0,6.8,12572,8.89,10,15,0,0
14,1,1,0,0,52.92,0,0,1,0,0,1,0,0,14000,0,1,23,0,6.8,12572,8.89,10,15,1,1
13,1,0,0,1,37.85,0,0,0,0,0,0,0,0,9500,0,1,18,0,6.6,12572,8.89,6,10,0,0
12,1,0,0,1,54.84,0,1,0,0,0,0,0,0,18000,0,0,18,0,6.6,12572,8.89,6,10,1,0
14,1,1,0,1,49.57,0,0,0,0,0,0,0,0,18000,0,1,18,0,6.6,12572,8.89,6,10,0,0
